"Asset_ID","Canonical_Name","Alias","Operator","Company Type","Status","Total Space (sqft)","Colocation Space (sqft)","Power Capacity (MW)","Acre","street_address","city","state","postal_code","latitude","longitude","estimated_mw","Modified","Created"
"DC-10100","SV10 San Jose Data Center","SV10 San Jose Data Center","Equinix","[""Carrier Neutral/Real Estate""]","[""Operational""]","175,930","37,231","14","0","7 Great Oaks Boulevard","San Jose","CA",,"37.24093549","-121.7846146","14.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10099","CIN5 Cincinnati North Cincinnati Data Center","CIN5 Cincinnati North Cincinnati Data Center","CyrusOne",,"[""Operational""]","400,000","95,000","14","0","401 Kingsview Drive","Lebanon","OH",,"39.38853172","-84.22153997","14.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10098","CA1 Rancho Cordova Data Center","CA1 Rancho Cordova Data Center","365 Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","69,048","30,248","5","0","11085 Sun Center Drive","Rancho Cordova","CA",,"38.59597726","-121.2726355","5.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10097","Suwanee Data Center 1","Suwanee Data Center 1","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","385,000","205,000","26","0","300 Satellite Boulevard, Suwanee","Georgia 30024",,,"34.03894067","-84.0431916","26.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10096","Altoona Iowa Data Center","Altoona Iowa Data Center","Meta","[""Hyperscale""]","[""Operational""]","1,440,000","0","0","0","100 Share Way Northwest","Altoona","IA",,"41.6642336","-93.51453917","88.2","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10095","LAX3 (Los Angeles) Irvine Data Center Campus","LAX3 (Los Angeles) Irvine Data Center Campus","Csquare",,"[""Operational""]","132,000","51,103","12","0","17836 Gillette Avenue","Irvine","CA",,"33.68758241","-117.8472944","12.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10094","Dallas DFW10 Data Center","Dallas DFW10 Data Center","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","454,000","447,107","24","0","2323 Bryan Street","Dallas","TX",,"32.78725101","-96.79406331","24.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10093","Irving - Dallas DC1 & DC2 Data Center","Irving - Dallas DC1 & DC2 Data Center","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","700,000","320,932","75","0","6431 Longhorn Dr","Irving","TX",,"32.89678484","-96.98250576","75.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10092","Lenoir, NC Data Center","Lenoir, NC Data Center","Google","[""Hyperscale""]","[""Operational""]","337,000","0","0","0","708 Lynhaven Drive","Lenoir","NC","28645","35.89388292","-81.54549907","20.6","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10091","LA3 El Segundo Data Center","LA3 El Segundo Data Center","Equinix","[""Carrier Neutral/Real Estate""]","[""Operational""]","106,885","78,323","5","0","1920 East Maple Avenue","El Segundo","CA",,"33.92608192","-118.3941356","5.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10090","DFW1 Dallas Carrollton Data Center","DFW1 Dallas Carrollton Data Center","CyrusOne",,"[""Operational""]","670,000","400,000","90","0","1649 West Frankford Road","Carrollton","TX",,"32.99255626","-96.9306895","90.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10089","Dallas (DA1-Allen) Data Center","Dallas (DA1-Allen) Data Center","Csquare",,"[""Operational""]","112,292","77,124","12","0","900 Guardians Way","Allen","TX",,"33.09492348","-96.68361363","12.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10088","Northern Virginia IAD44 Data Center","Northern Virginia IAD44 Data Center","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","794,000","0","96","0","43704 Efficiency Dr","Dulles","VA","20166","38.96086058","-77.49148887","96.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10087","2305 Mission College Blvd","2305 Mission College Blvd","Amazon","[""Hyperscale""]","[""Operational""]","35,800","0","0","0","2305 Mission College Blvd","Santa Clara","CA","95054","37.38993602","-121.96652","2.2","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10086","Los Angeles (LA2-Irvine) Data Center","Los Angeles (LA2-Irvine) Data Center","Csquare",,"[""Operational""]","150,000","70,580","15","0","2681 Kelvin Ave","Irvine","CA",,"33.68420199","-117.8375341","15.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10085","Ashburn-Broderick Data Center","Ashburn-Broderick Data Center","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","427,320","172,000","36","0","22271 Broderick Drive","Sterling","VA",,"38.99950433","-77.45015276","36.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10084","IAD22 Chantilly","IAD22 Chantilly","Amazon","[""Hyperscale""]","[""Operational""]","0","0","0","0","4155 Westfax Drive","Chantilly","VA",,"38.89789149","-77.4552617","1.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10083","SFO2 Santa Clara Data Center Campus","SFO2 Santa Clara Data Center Campus","Csquare",,"[""Operational""]","214,552","159,238","10","0","4650 Old Ironsides Drive","Santa Clara","CA",,"37.39758547","-121.9808761","10.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10082","LA4 El Segundo Data Center","LA4 El Segundo Data Center","Equinix","[""Carrier Neutral/Real Estate""]","[""Operational""]","177,469","62,159","0","0","445 North Douglas Street","El Segundo","CA",,"33.92176013","-118.3841134","6.7","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10081","IAD12 Sterling","IAD12 Sterling","Amazon","[""Hyperscale""]","[""Operational""]","150,000","0","0","0","22630 Dulles Summit Court","Sterling","VA",,"38.9887071","-77.44767113","9.2","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10080","7400 Potranco Rd","7400 Potranco Rd","Amazon","[""Hyperscale""]","[""Operational""]","109,600","0","12","0","7400 Potranco Rd","San Antonio","TX","78251","29.45086098","-98.63854804","12.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10079","Jackson County, AL Data Center","Jackson County, AL Data Center","Google","[""Hyperscale""]","[""Operational""]","270,000","0","0","0","48809 Alabama 277","Bridgeport","AL",,"34.92231692","-85.74351404","16.5","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10078","Richmond 1 Data Center","Richmond 1 Data Center","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","1,300,000","600,000","105","0","6000 Technology Boulevard","Sandston","VA",,"37.48966411","-77.24541296","105.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10077","DFW3 - Plano Data Center","DFW3 - Plano Data Center","DataBank",,"[""Operational""]","144,000","72,600","13","0","8375 Dominion Pkwy","Plano","TX",,"33.08779354","-96.81515679","13.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10076","Shackelford Data Center - Vantage","Shackelford Data Center - Vantage","Vantage Data Centers",,"[""Operational""]","3,700,003","3,700,000","1.4","0","Shackelford County, Texas",". .","EE",,"32.7359775","-99.35407406","1.4","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10075","PDX80 Hermiston OR","PDX80 Hermiston OR","Amazon","[""Hyperscale""]","[""Operational""]","217,900","0","0","0","Hermiston",,"OR","97838","45.8423378","-119.2878192","13.3","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10074","Atlanta 1 DC1 Data Center","Atlanta 1 DC1 Data Center","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","990,000","531,000","70","0","1033 Jefferson Street Northwest","Atlanta","GA",,"33.77764944","-84.42109816","70.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10073","Chicago ORD10 Data Center","Chicago ORD10 Data Center","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","1,133,739","535,000","109","0","350 East Cermak Road","Chicago","IL",,"41.85368586","-87.6183592","109.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10072","Sarpy Nebraska Data Center","Sarpy Nebraska Data Center","Meta","[""Hyperscale""]","[""Operational""]","26,000,000","0","0","0","S 144th St","Springfield","NE",,"41.06455139","-96.13840982","1,591.9","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10071","Phoenix Data Center - QTS","Phoenix Data Center - QTS","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","108,000","108,000","0","0","1200 North 40th Street, Phoenix","Arizona 85008",,,"33.46272328","-111.9974355","6.7","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10070","West Central US-Wyoming","West Central US-Wyoming","Microsoft","[""Hyperscale""]","[""Operational""]","0","0","0","0","644 Logistics Dr","Cheyenne","WY","82009","41.12639089","-104.9022826","1.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10069","Dallas (DA2-Webb Chapel) Data Center","Dallas (DA2-Webb Chapel) Data Center","Csquare",,"[""Operational""]","140,453","92,320","10","0","11830 Webb Chapel Rd","Dallas","TX",,"32.91189557","-96.87093131","10.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10068","West US 3-Arizona","West US 3-Arizona","Microsoft","[""Hyperscale""]","[""Operational""]","244,666","0","0","0","12901 West Olive Avenue","El Mirage","AZ","85335","33.56437741","-112.337942","15.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10067","ATL1 Atlanta Data Center Campus","ATL1 Atlanta Data Center Campus","Csquare",,"[""Operational""]","86,005","30,000","6","0","375 Riverside Parkway","Lithia Springs","GA",,"33.74423871","-84.58121162","6.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10066","NY11 Carteret Data Center","NY11 Carteret Data Center","Equinix","[""Carrier Neutral/Real Estate""]","[""Operational""]","113,944","91,413","0","0","1400 Federal Boulevard","Carteret","NJ",,"40.5842587","-74.24349427","6.2","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10065","AZP - 1 - Phoenix Data Center","AZP - 1 - Phoenix Data Center","Iron Mountain Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","588,669","0","41","0","615 North 48th Street","Phoenix","AZ",,"33.4552773","-111.9762213","41.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10064","Henrico Data Center","Henrico Data Center","Meta","[""Hyperscale""]","[""Operational""]","450,000","0","0","0","6200 Technology Blvd","Sandston","VA",,"37.48307753","-77.23602766","27.6","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10063","@Charlotte Data Center Campus","@Charlotte Data Center Campus","T5 Data Centers",,"[""Operational""]","150,000","68,000","4","0","131 Riverside Ct","Kings Mountain","NC",,"35.25051852","-81.39502199","4.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10062","ORD2 (Chicago) Elk Grove Village Data Center Campus","ORD2 (Chicago) Elk Grove Village Data Center Campus","Csquare",,"[""Operational""]","163,747","148,000","11","0","2425 Busse Road","Elk Grove Village","IL",,"41.99215876","-87.9580909","11.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10061","Secaucus (NYC3) Data Center","Secaucus (NYC3) Data Center","Csquare",,"[""Operational""]","154,691","98,600","12","0","15 Enterprise Avenue North","Secaucus","NJ",,"40.78606953","-74.0691273","12.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10060","1000 Redstone Gateway SW, Huntsville","1000 Redstone Gateway SW, Huntsville","COPT Defense Properties",,"[""Operational""]","0","0","0","0","1000 Redstone Gateway Southwest","Huntsville","AL","35808","34.70083331","-86.6735033","1.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10059","Loudoun County, VA Data Center","Loudoun County, VA Data Center","Google","[""Hyperscale""]","[""Operational""]","200,000","0","0","0","Energy Park Drive","Leesburg","VA",,"39.05054569","-77.54192201","12.2","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10058","Silicon Valley SJC37 Data Center","Silicon Valley SJC37 Data Center","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","430,000","0","100","0","641 Walsh Ave","Santa Clara","CA","95050","37.37081027","-121.9471669","100.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10057","NY7 North Bergen Data Center","NY7 North Bergen Data Center","Equinix","[""Carrier Neutral/Real Estate""]","[""Operational""]","163,537","71,950","5","0","5851 West Side Avenue","North Bergen","NJ",,"40.79691052","-74.03119902","5.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10056","Douglas County, GA Data Center","Douglas County, GA Data Center","Google","[""Hyperscale""]","[""Operational""]","1,300,000","0","0","0","300 Riverside Parkway","Lithia Springs","GA",,"33.74973016","-84.58490284","79.6","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10055","Reno Data Center - Apple","Reno Data Center - Apple","Apple","[""Hyperscale""]","[""Operational""]","1,100,000","0","0","0","21505 Technology Way","Reno","NV","89521","39.45469881","-119.7546076","67.3","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10054","Papillion, NE Data Center","Papillion, NE Data Center","Google","[""Hyperscale""]","[""Operational""]","0","0","0","275","14706 Schram Road","Papillion","NE","68138","41.133068","-96.14439297","470.2","2/19/2026 2:46 PM","2/7/2026 7:23 PM"
"DC-10053","Chicago (CH1-Lisle) Data Center","Chicago (CH1-Lisle) Data Center","Csquare",,"[""Operational""]","190,057","99,650","15","0","4513 Western Ave","Lisle","IL",,"41.80232181","-88.09479337","15.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10052","DC6 Ashburn Data Center","DC6 Ashburn Data Center","Equinix","[""Carrier Neutral/Real Estate""]","[""Operational""]","148,659","59,370","7","0","21721 Filigree Court","Ashburn","VA",,"39.01520268","-77.45946774","7.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10051","EWR2 Weehawken Data Center Campus","EWR2 Weehawken Data Center Campus","Csquare",,"[""Operational""]","802,397","802,397","105","0","300 J F Kennedy Boulevard East","Weehawken","NJ",,"40.77238663","-74.01584699","105.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10050","5113 Hayden Run","5113 Hayden Run","Amazon","[""Hyperscale""]","[""Operational""]","154,000","0","0","0","5113 Hayden Run Rd","Hilliard","OH","43026","40.0604926","-83.13484491","9.4","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10049","NY5 Secaucus Data Center","NY5 Secaucus Data Center","Equinix","[""Carrier Neutral/Real Estate""]","[""Operational""]","275,322","108,005","10","0","800 Secaucus Road","Secaucus","NJ",,"40.77872145","-74.07226431","10.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
"DC-10048","Silicon Valley SFO10 Data Center","Silicon Valley SFO10 Data Center","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","425,000","121,220","45","0","200 Paul Avenue","San Francisco","CA",,"37.72406307","-122.3977987","45.0","2/7/2026 7:23 PM","2/7/2026 7:23 PM"
